job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Business Intelligence Developer,Folio3,Hybrid (Islamabad),Freelance,Junior,0.9,170,"ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Power BI, Data Warehouse, Excel, LLMs, BERT.
        Experience required: 0.9+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Performance Bonus, Professional Development",2024-09-25,Tier1,False
NLP Engineer,Systems Ltd,Multan,Full-time,Mid,3.7,375,"Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git",PhD,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, AWS, PyTorch, NLP, Python, LLMs, Git.
        Experience required: 3.7+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Health Insurance, Flexible Hours, Professional Development, Performance Bonus, Transport Allowance",2024-03-11,MNC,True
AI Research Engineer,Techlogix,Faisalabad,Contract,Mid,4.5,540,"FastAPI, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, BERT",Not Specified,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, BERT.
        Experience required: 4.5+ years.
        This is a Freelance position.
        Education: PhD preferred.","Stock Options, Annual Bonus",2025-02-24,Tier1,True
Data Analyst,Systems Ltd,Hybrid (Karachi),Contract,Senior,9.6,250,"SQL, Power BI, MLflow, Python, Excel, Git, PostgreSQL, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, MLflow, Python, Excel, Git, PostgreSQL, Data Visualization.
        Experience required: 9.6+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Medical Coverage, Professional Development, Transport Allowance, Health Insurance",2024-07-18,MNC,False
Senior Machine Learning Engineer,Systems Ltd,Remote,Full-time,Mid,4.5,645,"TensorFlow, PyTorch, MLflow, Python, LLMs, Docker, React, MLOps",Masters,"We are hiring a Senior Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, MLflow, Python, LLMs, Docker, React, MLOps.
        Experience required: 4.5+ years.
        This is a Contract position.
        Education: PhD preferred.","Health Insurance, Food Allowance, Flexible Hours, Stock Options, Medical Coverage",2024-09-20,MNC,True
Data Analyst,Systems Ltd,Islamabad,Full-time,Mid,3.6,160,"SQL, Flask, PyTorch, Excel, Python, React, Airflow, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Flask, PyTorch, Excel, Python, React, Airflow, Data Visualization.
        Experience required: 3.6+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Health Insurance, Medical Coverage, Performance Bonus, Professional Development",2025-02-09,MNC,False
Full Stack Developer,10Pearls,Rawalpindi,Freelance,Mid,3.9,340,"Node.js, AWS, SQL, PyTorch, JavaScript, Python, React",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, AWS, SQL, PyTorch, JavaScript, Python, React.
        Experience required: 3.9+ years.
        This is a Full-time position.
        Education: Masters preferred.","Flexible Hours, Performance Bonus",2024-09-28,MNC,False
Machine Learning Engineer,Systems Ltd,Karachi,Contract,Junior,1.1,240,"FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, Airflow, MLOps.
        Experience required: 1.1+ years.
        This is a Contract position.
        Education: Masters preferred.","Food Allowance, Medical Coverage, Performance Bonus, Flexible Hours",2025-01-21,MNC,True
Data Analyst,Techlogix,Hybrid (Islamabad),Contract,Senior,8.5,395,"Node.js, SQL, Power BI, MLflow, PyTorch, Python, Excel, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: Node.js, SQL, Power BI, MLflow, PyTorch, Python, Excel, Data Visualization.
        Experience required: 8.5+ years.
        This is a Freelance position.
        Education: PhD preferred.","Food Allowance, Annual Bonus, Medical Coverage",2024-03-06,Tier1,False
Data Scientist,Systems Ltd,Remote,Freelance,Mid,3.0,380,"TensorFlow, SQL, Python, Docker, Git, Statistics, Machine Learning, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: TensorFlow, SQL, Python, Docker, Git, Statistics, Machine Learning, Data Visualization.
        Experience required: 3.0+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Transport Allowance, Remote Work, Health Insurance, Professional Development, Annual Bonus",2024-08-13,MNC,True
DevOps Engineer,Arbisoft,Remote,Freelance,Mid,4.6,345,"Kubernetes, AWS, MLflow, CI/CD, Docker, Linux, MongoDB",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, MLflow, CI/CD, Docker, Linux, MongoDB.
        Experience required: 4.6+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Remote Work, Flexible Hours, Annual Bonus, Stock Options",2024-04-20,Tier1,False
Senior AI Research Engineer,10Pearls,Islamabad,Freelance,Junior,1.8,350,"Node.js, Flask, MLflow, Python, LLMs, Deep Learning, React, BERT",Not Specified,"We are hiring a Senior AI Research Engineer to join our team. 
        Required skills: Node.js, Flask, MLflow, Python, LLMs, Deep Learning, React, BERT.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Professional Development, Food Allowance, Stock Options, Remote Work",2024-01-08,MNC,True
DevOps Engineer,Netsol,Remote,Freelance,Mid,4.8,265,"AWS, Kubernetes, LLMs, CI/CD, Docker, Linux, React",Not Specified,"We are hiring a DevOps Engineer to join our team. 
        Required skills: AWS, Kubernetes, LLMs, CI/CD, Docker, Linux, React.
        Experience required: 4.8+ years.
        This is a Full-time position.
        Education: Masters preferred.","Professional Development, Performance Bonus, Stock Options",2024-07-04,MNC,False
Business Intelligence Developer,Systems Ltd,Karachi,Freelance,Senior,7.0,255,"ETL, Node.js, FastAPI, Kubernetes, SQL, Power BI, PyTorch, Data Warehouse",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, FastAPI, Kubernetes, SQL, Power BI, PyTorch, Data Warehouse.
        Experience required: 7.0+ years.
        This is a Freelance position.
        Education: PhD preferred.","Annual Bonus, Medical Coverage, Remote Work, Transport Allowance, Flexible Hours",2024-07-05,MNC,False
Data Scientist,Systems Ltd,Islamabad,Full-time,Mid,4.7,480,"SQL, PyTorch, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization",Masters,"We are hiring a Data Scientist to join our team. 
        Required skills: SQL, PyTorch, Python, React, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 4.7+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Flexible Hours, Annual Bonus, Stock Options",2024-09-08,MNC,True
Junior Full Stack Developer,Arbisoft,Multan,Freelance,Senior,7.3,265,"Node.js, SQL, PyTorch, MLflow, JavaScript, Python, React",Not Specified,"We are hiring a Junior Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, PyTorch, MLflow, JavaScript, Python, React.
        Experience required: 7.3+ years.
        This is a Freelance position.
        Education: Masters preferred.","Medical Coverage, Performance Bonus, Professional Development, Flexible Hours, Transport Allowance",2025-01-09,Tier1,False
DevOps Engineer,Netsol,Karachi,Full-time,Mid,2.5,435,"Kubernetes, AWS, CI/CD, Docker, Linux, Airflow, MongoDB, BERT",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, CI/CD, Docker, Linux, Airflow, MongoDB, BERT.
        Experience required: 2.5+ years.
        This is a Contract position.
        Education: Masters preferred.","Medical Coverage, Stock Options, Annual Bonus",2024-08-18,MNC,False
Machine Learning Engineer,10Pearls,Multan,Freelance,Junior,1.2,425,"Node.js, TensorFlow, PyTorch, Python, Docker, MongoDB, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Node.js, TensorFlow, PyTorch, Python, Docker, MongoDB, MLOps.
        Experience required: 1.2+ years.
        This is a Freelance position.
        Education: Masters preferred.","Health Insurance, Professional Development, Food Allowance",2024-04-20,MNC,True
Data Analyst,Folio3,Karachi,Freelance,Senior,7.6,370,"TensorFlow, SQL, Power BI, Excel, Python, React, Git, Data Visualization",PhD,"We are hiring a Data Analyst to join our team. 
        Required skills: TensorFlow, SQL, Power BI, Excel, Python, React, Git, Data Visualization.
        Experience required: 7.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Remote Work, Medical Coverage, Annual Bonus, Health Insurance",2024-05-15,Tier1,False
AI Research Engineer,10Pearls,Remote,Freelance,Mid,2.3,345,"FastAPI, TensorFlow, Flask, PyTorch, MLflow, Python, Deep Learning, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, Flask, PyTorch, MLflow, Python, Deep Learning, BERT.
        Experience required: 2.3+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Medical Coverage, Flexible Hours, Transport Allowance, Stock Options",2024-08-30,MNC,True
Machine Learning Engineer,Netsol,Hybrid (Islamabad),Contract,Junior,0.0,285,"AWS, Kubernetes, TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: AWS, Kubernetes, TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps.
        Experience required: 0.0+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Transport Allowance, Flexible Hours, Remote Work",2024-10-20,MNC,True
Data Analyst,Folio3,Rawalpindi,Freelance,Mid,3.6,300,"SQL, Power BI, Excel, Python, LLMs, PostgreSQL, MongoDB, Data Visualization",Bachelors,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, Excel, Python, LLMs, PostgreSQL, MongoDB, Data Visualization.
        Experience required: 3.6+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Professional Development",2024-02-06,Tier1,False
NLP Engineer,Systems Ltd,Hybrid (Karachi),Full-time,Junior,1.1,485,"Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, React",Bachelors,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, PyTorch, NLP, Python, LLMs, React.
        Experience required: 1.1+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Annual Bonus, Food Allowance, Health Insurance, Performance Bonus, Transport Allowance",2024-01-07,MNC,True
Full Stack Developer,Systems Ltd,Multan,Freelance,Mid,3.0,325,"Node.js, TensorFlow, SQL, JavaScript, Python, React, MongoDB",Not Specified,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, TensorFlow, SQL, JavaScript, Python, React, MongoDB.
        Experience required: 3.0+ years.
        This is a Full-time position.
        Education: PhD preferred.","Annual Bonus, Health Insurance",2024-03-21,MNC,False
Machine Learning Engineer,Netsol,Hybrid (Islamabad),Full-time,Mid,3.2,275,"TensorFlow, Flask, PyTorch, Python, Docker, React, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, Flask, PyTorch, Python, Docker, React, MLOps.
        Experience required: 3.2+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Performance Bonus, Flexible Hours, Transport Allowance, Medical Coverage, Annual Bonus",2024-01-14,MNC,True
Machine Learning Engineer,10Pearls,Karachi,Full-time,Junior,1.4,400,"TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: TensorFlow, PyTorch, Python, Docker, PostgreSQL, MLOps.
        Experience required: 1.4+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Professional Development, Food Allowance, Performance Bonus",2024-07-17,MNC,True
NLP Engineer,10Pearls,Rawalpindi,Freelance,Senior,5.3,460,"Hugging Face, Node.js, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Node.js, TensorFlow, PyTorch, MLflow, NLP, Python, LLMs.
        Experience required: 5.3+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Stock Options, Transport Allowance, Health Insurance",2025-03-02,MNC,True
NLP Engineer,Techlogix,Hybrid (Islamabad),Contract,Senior,8.8,780,"Hugging Face, TensorFlow, Flask, NLP, Python, LLMs, PostgreSQL, MongoDB",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, TensorFlow, Flask, NLP, Python, LLMs, PostgreSQL, MongoDB.
        Experience required: 8.8+ years.
        This is a Freelance position.
        Education: PhD preferred.","Flexible Hours, Transport Allowance, Professional Development",2024-09-02,Tier1,True
Data Scientist,10Pearls,Islamabad,Freelance,Mid,4.9,530,"Kubernetes, SQL, Airflow, Python, Statistics, Machine Learning, MongoDB, Data Visualization",PhD,"We are hiring a Data Scientist to join our team. 
        Required skills: Kubernetes, SQL, Airflow, Python, Statistics, Machine Learning, MongoDB, Data Visualization.
        Experience required: 4.9+ years.
        This is a Contract position.
        Education: PhD preferred.","Transport Allowance, Remote Work, Professional Development, Medical Coverage, Performance Bonus",2025-02-12,MNC,True
Senior Business Intelligence Developer,Netsol,Lahore,Contract,Mid,2.4,205,"ETL, AWS, SQL, Power BI, MLflow, Data Warehouse, Excel, Airflow",Not Specified,"We are hiring a Senior Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, SQL, Power BI, MLflow, Data Warehouse, Excel, Airflow.
        Experience required: 2.4+ years.
        This is a Contract position.
        Education: Masters preferred.","Performance Bonus, Stock Options, Health Insurance, Professional Development, Food Allowance",2025-01-31,MNC,False
